"fid4","AGR","MIN","MFG","EGW","CNS","TRD","OTP","WTP","CMN","OFI","OBS","REA","PUB","OSG"
"1636",0.165561319464093,0.15547014541431,3.9054217725014,18.225539974314,23.0701873114756,41.4636378822651,6.49787799100548,7.77163252974223,13.6313413105706,4.56458265983642,9.90424302415261,154.947020678743,147.450486693551,20.35905882655
"1637",0.392526934842205,0.003311529643883,0.0785017245662231,0.17780638535817,0.719965946206891,0.39568043445718,0.259346342181615,0.0741633656106484,0.130944009960648,0.044141548503496,0.0959793120702727,10.938878863398,1.4289023646494,0.197294074449235
"1638",0.210662972793638,0.000928771481191501,0.0247545269551976,0.119388312978634,0.553024155280514,0.277567365253739,0.156161416574456,0.0520251399823135,0.0906543418142476,0.0301678326602966,0.0652878071286062,8.63452591331689,0.971979273205621,0.134204936484934
"1639",0.172382512714013,0.00130711923688039,0.0348386218120119,0.0658230552652625,0.404641204852704,0.153032835183791,0.118319191133221,0.0286833240105476,0.0499809872708655,0.0166326072199987,0.0359955076804136,6.65556779171414,0.535887004520727,0.0739919907629461
"1640",0.47374109647491,0.00291682671233778,0.0732709068909713,0.194877113395034,0.920441381174324,0.443351147496356,0.298985515137717,0.0830984056383283,0.145753511284182,0.0488069321323594,0.105901405040945,14.4582674845186,1.57661859434778,0.217689825439978
"1641",0.0492603304253015,0.000982536380241477,0.0269865580610202,0.0523505347057285,0.180253036955133,0.123024663123524,0.0491673989203124,0.0230588178636469,0.0400485775238243,0.0132878744792231,0.0287142317687443,2.59984624787073,0.427486223733391,0.0590246758195914
"1642",0.549313703260591,0.00318082797902068,0.0822920067879278,0.0903278469991435,0.742094873589637,0.207747701645566,0.246061565960332,0.0389386671925002,0.0680739275480859,0.0227230648862122,0.049243403697335,12.6890688737488,0.733116485925516,0.10122422786363
"1643",1.24223341109129,0.0115603693746911,0.251895509021779,0.211264553181511,1.38755516648386,0.454381973598304,0.620441225205824,0.0851659407448053,0.1518910901608,0.0517659695414655,0.112794977996322,23.1497211826821,1.67924740554002,0.23186018222357
"1644",0.378920279471349,0.000841308674955856,0.0224233826011957,0.122397924589733,0.674302365660215,0.284564448506596,0.197880822690239,0.0533366206578786,0.0929396103879773,0.0309283213311798,0.0669336210068255,10.8915979004294,0.996481504901536,0.137588054354972
"1645",0.932405357099527,0.0125178729163241,0.296743413922759,0.813004461075909,2.10330142886783,1.80921488126613,0.740016848375293,0.339105634302184,0.598730265140523,0.201833448106209,0.43885718011163,27.4321440870861,6.53353362176368,0.902110249572656
"1646",0.650001425255828,0.00136782481358156,0.0315152255878408,0.135982986066874,0.789135347676328,0.299231830382964,0.30692171823328,0.0560857644363431,0.0993563833764987,0.0336113077659048,0.0731446600995769,12.9068546235321,1.08894901956828,0.150355401637845
"1647",1.16742069829445,0.00719123265272919,0.156693886747166,0.579567841669274,1.91090861471801,1.24651852743862,0.779171892148721,0.233638060516438,0.416686992529478,0.142011003678824,0.309433556003577,27.4906840000726,4.60672545299821,0.63606839555761
"1648",0.237070413645688,0.00293860612239854,0.071697568992207,0.600711771422226,1.29807102550817,1.3517077693577,0.396378030408179,0.253353941129676,0.445846603581284,0.149786420254076,0.325369015122235,15.3640425656346,4.84396632006914,0.668825159384352
"1649",1.2008137899293,0.00312250527068155,0.0662037049250553,0.1442772834873,0.872937987993568,0.306712563806745,0.421381104511347,0.0574878968634993,0.102877362084758,0.03519901738086,0.0767277640717407,14.4005337776969,1.14229286657211,0.157720792851796
"1650",0.477757119648644,0.0103057557855013,0.212697854693824,0.347684189904226,1.29387131432259,0.730450775074484,0.567361888861975,0.136910201199986,0.245847808209832,0.0844571271180423,0.184147984717435,19.3401374097281,2.74152299211636,0.378532679833315
"1651",0.151939991073354,0.00353539652537589,0.0971039704171944,0.0448645285899668,0.393669888686616,0.105432419114765,0.117359478030527,0.0197614599184069,0.0343217230044549,0.0113877389758115,0.0246081626361458,6.77273402225003,0.366356676475455,0.0505842828675407
"1652",0.382316461394919,0.000596042310049189,0.015420361663054,0.475921488303163,1.19745614819767,1.09458598475902,0.337754239760715,0.205160967060047,0.358669513219261,0.119723819605243,0.259454805526045,15.31875973287,3.86266141253831,0.533332596509847
"1653",0.659514735343984,0.00118826502934343,0.0289918792699036,0.19588909663293,0.810348020022538,0.440785125991949,0.285723648682899,0.0826174498608277,0.14538834190917,0.0488446006010227,0.106101204399143,12.3641550217744,1.57959312885137,0.218100530920158
"1654",0.132620312383595,0.00118096960881824,0.0334355559433781,0.0735381392848669,0.306969667174841,0.174674445622476,0.0815111742078263,0.0327396647532212,0.0566753716315102,0.0187506825287542,0.0404538614379317,4.66831045777899,0.602261227143794,0.0831565363216055
"1655",0.605233795324922,0.00277584799942078,0.0658030815127229,0.203328019931671,1.01441870571267,0.452474859672889,0.36497964026557,0.0848084856497466,0.149739202074096,0.050477454090606,0.109755807916241,16.1401243357166,1.63400143304524,0.225612895854144
"1656",0.134607578515602,0.000309960498352521,0.00851344250821255,0.0513448839370898,0.278032545001997,0.120661366402161,0.0761946266716979,0.0226158592952421,0.0392792466469553,0.0130326151727285,0.0281626330236421,4.47350436297437,0.419274237897974,0.0578908151830136
"1657",0.288002950588965,0.00378613929279718,0.103990925839377,0.196503238200113,0.75339235502866,0.46178601265758,0.210212786014183,0.0865536981569247,0.150326548009043,0.0498774344644518,0.107781889081056,11.2178751582127,1.60461450339986,0.221555328851158
"1658",0.198736199332436,0.000337125723425437,0.0101491591306833,0.054891251835833,0.282908515705965,0.13319656957626,0.0701704339512808,0.0249653635290814,0.0429306054018579,0.0141258463349903,0.0303670417321265,4.49827588515646,0.452092610402048,0.0624221747694401
"1659",0.315458785710571,0.0021353614495492,0.050619977589959,0.477235925733145,1.19420813108361,1.06201426935418,0.390175263452531,0.199055969623293,0.351456364668225,0.118476806785794,0.25761041008071,15.3344666752195,3.83520277633494,0.529541276438295
"1660",0.517877456215456,0.000476338915105821,0.0112918893487435,0.130975378306041,0.512157397693866,0.291465317665243,0.194075648319978,0.054630067687035,0.096455710558191,0.0325154577694932,0.0707000858413201,7.71230808217764,1.05255515652802,0.145330360248175
"1661",0.36233187033543,0.000702632049612713,0.0171431650772322,0.101642523569594,0.621434877972067,0.228713661596576,0.211138119804542,0.042868369087814,0.075438797887451,0.0253443839048378,0.0550535703838109,10.2337875680058,0.819615969389558,0.113167546002489
"1662",0.229774224401868,0.0530695101367953,1.54916224977357,4.8126246829183,5.9054794802188,11.5540704594204,1.36405645530343,2.16560809469572,3.73646809172415,1.23275737899404,2.6550297510734,35.6698742134007,39.5270418977958,5.45765150920947
"1663",1.23459670595757,0.0291360457758811,0.60133138799092,1.06662036100787,2.74131561004456,2.24086596984188,1.21973423011078,0.420011068866304,0.754208231378016,0.259096312205477,0.564926435085493,35.9993185654412,8.41040325810622,1.16125689732485
"3264",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3265",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3266",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3267",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3268",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3269",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3270",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL011",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL012",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL013",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL014",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL015",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL021",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL022",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL031",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL032",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL033",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL034",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AL035",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RS110",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RS121",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RS122",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RS123",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RS124",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RS125",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RS126",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RS127",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RS211",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RS212",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RS213",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RS214",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RS215",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RS216",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RS217",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RS218",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RS221",0.00681802128714995,3.81173656922084e-05,0.00114042801318595,0.0100709604423491,0.0245397021452476,0.0263735879468747,0.00255716220325762,0.0187171236719073,0.0178533124117455,0.00354610137603259,0.0025100325595653,0.401045628705222,0.0910377321305895,0.00521901666375648
"RS222",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RS223",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RS224",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RS225",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RS226",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RS227",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RS228",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RS229",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT111",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT112",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT113",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT121",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT122",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT123",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT124",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT125",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT126",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT127",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT130",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT211",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT212",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT213",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT221",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT222",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT223",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT224",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT225",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT226",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT311",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT312",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT313",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT314",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT315",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT321",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT322",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT323",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT331",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT332",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT333",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT334",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT335",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT341",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AT342",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE100",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE211",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE212",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE213",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE221",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE222",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE223",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE231",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE232",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE233",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE234",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE235",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE236",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE241",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE242",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE251",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE252",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE253",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE254",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE255",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE256",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE257",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE258",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE310",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE321",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE322",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE323",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE324",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE325",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE326",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE327",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE331",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE332",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE334",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE335",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE336",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE341",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE342",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE343",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE344",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE345",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE351",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE352",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BE353",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG311",0.00800308781814928,6.65306404199122e-05,0.00453275346752138,0.0432966708601136,0.061229796016095,0.0913343847502952,0.000866130724149325,0.0434123877984592,0.015179602287039,0.00972853235875347,0.0290619945306341,0.651052766489801,0.167412716030598,0.00751753488712444
"BG312",0.0309925293266726,0.00059888096747226,0.0382075770883832,0.126271500106072,0.197040589821325,0.25956713112001,0.00352561497449485,0.123375539088842,0.0435719433408589,0.0280269434564676,0.0843601866197553,2.26784688605925,0.485960038013714,0.0218216490726351
"BG313",0.0896110142242827,0.00632270922770024,0.365860189726205,0.409527479300344,0.752129667479176,0.811710527705869,0.0186136949865086,0.385816276150536,0.138091382878177,0.089352258108341,0.271634241168159,9.58509254369844,1.56475929526918,0.0702642718608567
"BG314",0.369854190940268,0.01530599487764,0.73146411888794,1.90439181832253,2.59695936445573,3.52970377550547,0.0818947739881165,1.67771283000222,0.614261749248687,0.40292109770844,1.24405899018759,28.1240366405246,7.16644875251249,0.321803682487032
"BG315",0.0847396782092403,0.0035461992774302,0.198681792197175,0.417016031966655,0.639331986945311,0.817000215276135,0.0153926079046881,0.388330531529394,0.139562412265327,0.0904940959427097,0.275922911836131,7.38180639519987,1.58946434446768,0.0713736324497138
"BG321",0.562094653986004,0.0333146085954851,1.45050654381793,3.05010421428069,4.09669091812801,5.47446439780773,0.15504199270131,2.6020821410933,0.962444530924388,0.636271905598499,1.97622607986269,44.3304704872957,11.3841248979512,0.511195075911011
"BG322",0.0840785981456401,0.0118549958825632,0.603443637602494,0.67588211932085,1.1002194534369,1.28028008708921,0.0340320636962738,0.608533311778642,0.221223450730231,0.144410527166573,0.443838105965418,13.2993799771067,2.55674615585049,0.114808653009455
"BG323",1.74858552187847,0.21416456503282,7.57236111440294,7.03068944770848,9.89661215988591,11.6968542321966,0.579039992792881,5.5596626981004,2.10434985920846,1.42144669727061,4.45720639411567,113.180955781504,25.6759056079682,1.15295612390123
"BG324",1.7238193008859,0.0730178972181382,2.58174308838331,2.85410627023666,4.09610509558228,4.74833446341984,0.242699324288398,2.25694340292914,0.854260193485868,0.577035859948204,1.80940159735412,47.4387638718961,10.4231261720131,0.46804219230687
"BG325",2.36360459826974,0.0405518577007761,1.35497509602233,2.88737599776638,3.8559989048216,4.69642533299454,0.24130234144691,2.23227033695881,0.850588936899675,0.578685705838924,1.81738911371341,42.7898638630316,10.4691385613774,0.470108342062323
"BG331",0.449476406120374,0.0482998463739738,2.23718188953938,7.50760437145313,9.53438287341209,13.7661733523008,0.303468237527433,6.5432362379708,2.40394180746565,1.58084432148346,4.89127401640683,97.9045755457033,28.1763685239634,1.26523742278129
"BG332",0.889630827889937,0.0218684515481146,0.923466213094806,2.19242543818866,2.99335684406429,3.89327883744266,0.121969777309994,1.85052465356481,0.686733635289501,0.455262342719707,1.41646787178117,32.8992512095455,8.15961662008446,0.366401095815412
"BG333",0.883859602181777,0.0410816392202087,1.68298316580404,2.29022137283807,3.30963947683928,4.02367102649082,0.148948936464943,1.91250170954789,0.712074089749699,0.473417503490136,1.47532632905953,37.9525539619981,8.4986729840224,0.381626152221158
"BG334",0.609410644906917,0.0237265660186227,0.972001408649664,1.59910722273604,2.24277885160805,2.80945828062103,0.0989215105318614,1.33537104033012,0.497193342768809,0.330555534141487,1.03012093794592,25.2054432583777,5.93405053048675,0.266463820327365
"BG341",0.214596248269031,0.0127723249395612,0.671154656517912,2.79081412834692,3.64725054704821,5.34527958674518,0.0903288338776166,2.54067896713148,0.920216107076796,0.599315261786188,1.83735531849386,37.7372738956832,10.5841546373593,0.475273047493751
"BG342",0.185326122019304,0.00752992433590917,0.371350340427863,0.893197619876216,1.2522055688828,1.67352816108719,0.0376743002300576,0.795449093125079,0.290216572042954,0.189899262224663,0.585026984954737,13.7916380305033,3.37007002046005,0.15133031439637
"BG343",0.135936139901269,0.00410005966410957,0.21544817788381,0.482792325983963,0.719607268102451,0.924697900339174,0.019658313015825,0.439520602845201,0.159191280505187,0.103677563581358,0.317850278477731,8.21278334679231,1.83098852196631,0.0822190835807863
"BG344",0.188666876529208,0.03501649162862,1.84003159351786,1.47425307114176,2.7293438725562,2.82365449093458,0.0842211927543117,1.34211867857266,0.486105974666129,0.316589469823905,0.970586573127562,35.1856442993245,5.59110057566204,0.251063925319024
"BG411",0.00161188144829844,0.000931943019167894,0.0678364338714406,1.23545015235645,1.58296458345064,2.67850690345708,0.0172768703372015,1.27312819516588,0.440310969597816,0.281227355860222,0.833116890308869,15.2666388738731,4.7992012809222,0.215504317205337
"BG412",0.00726662258172383,0.00083659051110802,0.0589108124382793,0.0776787035325566,0.157001503025216,0.166088207844322,0.00252702681505455,0.0789438250161915,0.0274562796885604,0.0175660225672653,0.05226136509351,2.05798584054656,0.301053565492508,0.0135185709612972
"BG413",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG414",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG415",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BG421",0.115146120389056,0.0127748778846158,0.763563470682243,1.94954922188329,2.87085840797526,3.91026688414434,0.0578256116115816,1.8585992869394,0.662396744020474,0.42773309062757,1.296254017235,32.0214963647238,7.46712017518741,0.335305093628984
"BG422",0.0661577108130268,0.00196782113277419,0.117618058457716,0.432201584440596,0.62038874701308,0.866879134900831,0.0122684806185483,0.412038612638556,0.146848778723002,0.0948254690939912,0.287370554073649,6.79379078886987,1.65540891950741,0.0743348211528894
"BG423",0.00824438053917725,0.000378738110935357,0.0266698815254195,0.0707618857806278,0.117515585695654,0.151299059568667,0.001706949421585,0.071914355863835,0.0250114643902185,0.0160018747223786,0.0476078072793362,1.39012285869837,0.274246570120768,0.0123148241509939
"BG424",0.000821711181798527,3.27512873297693e-05,0.00246458284306554,0.0081693359905529,0.0135036140642591,0.0179667141564046,0.000164520094232371,0.00853980638895566,0.00293616901866609,0.00187225385532114,0.00552160127629466,0.157974077211621,0.0318073924873983,0.00142828566647694
"BG425",0.0125480105563884,0.000385226808201905,0.0262456236651041,0.0627036701421267,0.107201210897959,0.132273475540876,0.00172264076910182,0.0628712552378799,0.0219836018748503,0.0140891821905007,0.0420885412785844,1.29487386502006,0.242452630076247,0.010887142555767
"CH011",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH012",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH013",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH021",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH022",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH023",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH024",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH025",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH031",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH032",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH033",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH040",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH051",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH052",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH053",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH054",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH055",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH056",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH057",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH061",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH062",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH063",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH064",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH065",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH066",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH070",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CY000",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CZ010",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CZ020",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CZ031",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CZ032",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CZ041",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CZ042",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CZ051",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CZ052",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CZ053",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CZ063",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CZ064",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CZ071",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CZ072",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CZ080",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DE111",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DE112",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DE113",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DE114",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DE115",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DE116",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DE117",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DE118",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DE119",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DE11A",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DE11B",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DE11C",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DE11D",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DE121",0,0,0,0,0,0,0,0,0,0,0,0,0,0
