"fid4","agr","coa.oil.gas","pro","ely.elc","ser","air.wtp.tran"
"1653",1.05042306847619,0.00210637092270378,1.19140899072596,0.280251742516354,21.1494630715491,0.467732357431773
"1654",0.222130447408521,0.00221485904412971,0.506059080491381,0.108965364369323,8.29759967099895,0.140796596466583
"1655",0.954680748531676,0.00486676860955502,1.52862747927515,0.288894976823923,26.4182015742477,0.59128818031867
"1656",0.189188284678021,0.00046958263244433,0.369438689161334,0.0665750567342354,6.64871872690461,0.109289326311435
"1657",0.477431107056488,0.00701989321856328,1.27002430212511,0.289104003914909,20.1733874922093,0.359149367436301
"1658",0.33994767929089,0.000647072328972672,0.437251384946394,0.0825171145505069,7.79621102151883,0.123932072036914
"1659",0.575573147216788,0.00448179894669716,1.96103818154767,0.758814753640974,33.8434760466936,0.737332810907273
"1660",0.704000806780399,0.00069512372887681,0.658705636371155,0.165913055677586,11.8698001702772,0.268629759639694
"1661",0.577093633618282,0.00124551651535326,0.905376275679974,0.14541643630894,16.3654796258559,0.34563513022155
"1662",0.388901771123984,0.100684307140991,11.3778613978583,7.18250611160581,150.088999392436,2.38238610289148
"1663",2.11763659927029,0.0569678454682771,5.15318133452002,1.62025809270156,74.219548066649,2.15613423558676
"3264",0,0,0,0,0,0
"3265",0,0,0,0,0,0
"3266",0,0,0,0,0,0
"3267",0,0,0,0,0,0
"3268",0,0,0,0,0,0
"3269",0,0,0,0,0,0
"3270",0,0,0,0,0,0
"AL011",0,0,0,0,0,0
"AL012",0,0,0,0,0,0
"AL013",0,0,0,0,0,0
"AL014",0,0,0,0,0,0
"AL015",0,0,0,0,0,0
"AL021",0,0,0,0,0,0
"AL022",0,0,0,0,0,0
"AL031",0,0,0,0,0,0
"AL032",0,0,0,0,0,0
"AL033",0,0,0,0,0,0
"AL034",0,0,0,0,0,0
"AL035",0,0,0,0,0,0
"RS110",0,0,0,0,0,0
"RS121",0,0,0,0,0,0
"RS122",0.0236813766994791,0.000137556751537011,0.052173297672104,0.0270365047566658,1.18168680774141,0.00601289515883204
"RS123",0,0,0,0,0,0
"RS124",0,0,0,0,0,0
"RS125",0,0,0,0,0,0
"RS126",0.00867682142206342,5.78081552121813e-05,0.0141002268474311,0.00593256493832848,0.293226115835294,0.00164946610891348
"RS127",0,0,0,0,0,0
"RS211",0,0,0,0,0,0
"RS212",0,0,0,0,0,0
"RS213",0,0,0,0,0,0
"RS214",0,0,0,0,0,0
"RS215",0.0116083877476616,6.60644499164826e-05,0.0357257863174961,0.0103953333202451,0.744505676587183,0.00357496285318503
"RS216",0.0195914811271062,6.55320595678163e-05,0.0349190885609945,0.0108874762961406,0.734370169215893,0.00393394489635633
"RS217",0,0,0,0,0,0
"RS218",0.00653830337785518,5.49669266020789e-05,0.0219962687906774,0.00877766328137916,0.47335665427103,0.0021362410748651
"RS221",0.0762876316487599,0.00052531162109125,0.210603801131314,0.083517593406863,4.55439518508262,0.0304582889187117
"RS222",0.0165776094130294,2.89789271786308e-05,0.0311295079392627,0.0124763591708629,0.698931547236604,0.00349358892670207
"RS223",0.031705659164346,8.5987167133996e-05,0.0623451060162403,0.0205966943659264,1.34103041920122,0.00772031581723349
"RS224",0.0132818552542179,4.49509708893094e-05,0.0301900331176743,0.00875594637451223,0.635042295005766,0.00317400676916946
"RS225",0.0110914433328271,0.000115159747125829,0.0705709590375368,0.0345094712216103,1.61821301438376,0.00687860713490702
"RS226",0.0219771135587622,0.00013666232869012,0.0531920211557166,0.0173479169733829,1.10826186093478,0.00640993880572655
"RS227",0.0039917055221838,5.02930964198848e-05,0.0137869785635021,0.0045269329511945,0.277641915794539,0.00133899171577041
"RS228",0,0,0,0,0,0
"RS229",0.00382517601997686,5.4121488594207e-06,0.00643016923267196,0.00142636991984984,0.133248803768462,0.000663398400936855
"AT111",0,0,0,0,0,0
"AT112",0,0,0,0,0,0
"AT113",0,0,0,0,0,0
"AT121",0,0,0,0,0,0
"AT122",0,0,0,0,0,0
"AT123",0,0,0,0,0,0
"AT124",0,0,0,0,0,0
"AT125",0,0,0,0,0,0
"AT126",0,0,0,0,0,0
"AT127",0,0,0,0,0,0
"AT130",0,0,0,0,0,0
"AT211",0,0,0,0,0,0
"AT212",0,0,0,0,0,0
"AT213",0,0,0,0,0,0
"AT221",0,0,0,0,0,0
"AT222",0,0,0,0,0,0
"AT223",0,0,0,0,0,0
"AT224",0,0,0,0,0,0
"AT225",0,0,0,0,0,0
"AT226",0,0,0,0,0,0
"AT311",0,0,0,0,0,0
"AT312",0,0,0,0,0,0
"AT313",0,0,0,0,0,0
"AT314",0,0,0,0,0,0
"AT315",0,0,0,0,0,0
"AT321",0,0,0,0,0,0
"AT322",0,0,0,0,0,0
"AT323",0,0,0,0,0,0
"AT331",0,0,0,0,0,0
"AT332",0,0,0,0,0,0
"AT333",0,0,0,0,0,0
"AT334",0,0,0,0,0,0
"AT335",0,0,0,0,0,0
"AT341",0,0,0,0,0,0
"AT342",0,0,0,0,0,0
"BE100",0,0,0,0,0,0
"BE211",0,0,0,0,0,0
"BE212",0,0,0,0,0,0
"BE213",0,0,0,0,0,0
"BE221",0,0,0,0,0,0
"BE222",0,0,0,0,0,0
"BE223",0,0,0,0,0,0
"BE231",0,0,0,0,0,0
"BE232",0,0,0,0,0,0
"BE233",0,0,0,0,0,0
"BE234",0,0,0,0,0,0
"BE235",0,0,0,0,0,0
"BE236",0,0,0,0,0,0
"BE241",0,0,0,0,0,0
"BE242",0,0,0,0,0,0
"BE251",0,0,0,0,0,0
"BE252",0,0,0,0,0,0
"BE253",0,0,0,0,0,0
"BE254",0,0,0,0,0,0
"BE255",0,0,0,0,0,0
"BE256",0,0,0,0,0,0
"BE257",0,0,0,0,0,0
"BE258",0,0,0,0,0,0
"BE310",0,0,0,0,0,0
"BE321",0,0,0,0,0,0
"BE322",0,0,0,0,0,0
"BE323",0,0,0,0,0,0
"BE324",0,0,0,0,0,0
"BE325",0,0,0,0,0,0
"BE326",0,0,0,0,0,0
"BE327",0,0,0,0,0,0
"BE331",0,0,0,0,0,0
"BE332",0,0,0,0,0,0
"BE334",0,0,0,0,0,0
"BE335",0,0,0,0,0,0
"BE336",0,0,0,0,0,0
"BE341",0,0,0,0,0,0
"BE342",0,0,0,0,0,0
"BE343",0,0,0,0,0,0
"BE344",0,0,0,0,0,0
"BE345",0,0,0,0,0,0
"BE351",0,0,0,0,0,0
"BE352",0,0,0,0,0,0
"BE353",0,0,0,0,0,0
"BG311",0.0552939309772494,0.000565209896281397,0.340943178590275,0.224464497087475,5.10355777777135,0.00636466115612531
"BG312",0.187091647078923,0.00461993164516311,1.0733306628021,0.550134606732983,13.9557150262862,0.0228816459810074
"BG313",0.33641164233661,0.030214935848923,3.46400042814842,1.13425478101998,34.65168054478,0.074962425721043
"BG314",1.52727270101616,0.0857888728526228,10.5702304023371,5.59551332940787,121.611743341523,0.367953054004969
"BG315",0.483893631732587,0.0289105867341452,3.49463738480496,1.54991567300824,38.1501162827358,0.0973315386164025
"BG321",1.56111192483922,0.115864087541312,12.9111462334576,6.65006874689927,143.640052077327,0.457649089546083
"BG322",0.180957726978629,0.0298780051041869,3.26549190155578,1.20491523901295,32.6113590244943,0.0766237910467279
"BG323",4.22922098673201,0.637343129988223,38.1743957252392,13.9043202611124,317.061170999131,1.47401500367491
"BG324",3.62680034120431,0.182809426074481,12.7428121754141,5.06689910506548,118.72828282973,0.533197199398083
"BG325",4.2053502823934,0.0826971222361611,8.39557173286616,4.50779636255651,97.747712185319,0.443784165180093
"BG331",1.30164300806783,0.175910710382974,27.6030276438396,16.8459480232311,340.793634519457,0.93629267161287
"BG332",2.06599310152939,0.0611996527725359,7.79849231696583,4.17278539330527,92.3277502369655,0.29784972863873
"BG333",2.01800671681172,0.112811267425514,10.0775679791603,4.30788764830298,101.725893679916,0.357214377575085
"BG334",1.18756055024642,0.0536369552437975,5.62133812521828,2.66328309255826,61.0847232652753,0.200592233242249
"BG341",0.564664231029251,0.0409658463563304,9.21854625991922,5.78559204805963,121.2714094849,0.251557686150346
"BG342",0.393048808358662,0.018679323008228,2.9818299485042,1.57647377514922,36.0543980222381,0.0835322911698922
"BG343",0.357686942458592,0.0131504964872488,2.04639212757455,1.00086903448907,24.3871799246897,0.0547466354163306
"BG344",0.412134196208066,0.0896694866777364,8.9728402311997,2.65491196384501,82.8630681552768,0.192582644260831
"BG411",0.0180355286395216,0.0128435029355617,13.5182967696577,10.2454799708145,207.113909574972,0.205784329078239
"BG412",0.0607087437802433,0.00860145539668344,1.46314392619301,0.483961041435573,16.4013054097412,0.0224644922028445
"BG413",0.0106184559813084,0.000264156027341852,0.172918317625842,0.106343970706762,2.56491356709782,0.00204523422229248
"BG414",0.00253208424561685,0.000117157506485926,0.0626511875341962,0.0367673146289234,0.906698640463495,0.000731561918509519
"BG415",0.00228870633030188,5.49226996938089e-05,0.0339621716192913,0.0197342810673622,0.500817485398225,0.000376578260661506
"BG421",0.334171561191527,0.0436252454510582,8.88622258653956,4.57481844783419,110.106167585194,0.176044694294752
"BG422",0.234734610863839,0.00855201649046557,2.08394891624859,1.17938980278176,27.4241349402487,0.0461986542273386
"BG423",0.132209812691798,0.00811141437202448,1.6641637759506,0.759081654634099,20.4481754818911,0.0298392473577463
"BG424",0.00676453430239061,0.000305815069443512,0.111226981514291,0.0557763985951655,1.52592499466014,0.00140679767585804
"BG425",0.0620659235367094,0.00224887059793063,0.544873916931664,0.245875620245088,6.97044702600533,0.00895312001518807
"CH011",0,0,0,0,0,0
"CH012",0,0,0,0,0,0
"CH013",0,0,0,0,0,0
"CH021",0,0,0,0,0,0
"CH022",0,0,0,0,0,0
"CH023",0,0,0,0,0,0
"CH024",0,0,0,0,0,0
"CH025",0,0,0,0,0,0
"CH031",0,0,0,0,0,0
"CH032",0,0,0,0,0,0
"CH033",0,0,0,0,0,0
"CH040",0,0,0,0,0,0
"CH051",0,0,0,0,0,0
"CH052",0,0,0,0,0,0
"CH053",0,0,0,0,0,0
"CH054",0,0,0,0,0,0
"CH055",0,0,0,0,0,0
"CH056",0,0,0,0,0,0
"CH057",0,0,0,0,0,0
"CH061",0,0,0,0,0,0
"CH062",0,0,0,0,0,0
"CH063",0,0,0,0,0,0
"CH064",0,0,0,0,0,0
"CH065",0,0,0,0,0,0
"CH066",0,0,0,0,0,0
"CH070",0,0,0,0,0,0
"CY000",0,0,0,0,0,0
"CZ010",0,0,0,0,0,0
"CZ020",0,0,0,0,0,0
"CZ031",0,0,0,0,0,0
"CZ032",0,0,0,0,0,0
"CZ041",0,0,0,0,0,0
"CZ042",0,0,0,0,0,0
"CZ051",0,0,0,0,0,0
"CZ052",0,0,0,0,0,0
"CZ053",0,0,0,0,0,0
"CZ063",0,0,0,0,0,0
"CZ064",0,0,0,0,0,0
"CZ071",0,0,0,0,0,0
"CZ072",0,0,0,0,0,0
"CZ080",0,0,0,0,0,0
"DE111",0,0,0,0,0,0
"DE112",0,0,0,0,0,0
"DE113",0,0,0,0,0,0
"DE114",0,0,0,0,0,0
"DE115",0,0,0,0,0,0
"DE116",0,0,0,0,0,0
"DE117",0,0,0,0,0,0
"DE118",0,0,0,0,0,0
"DE119",0,0,0,0,0,0
"DE11A",0,0,0,0,0,0
"DE11B",0,0,0,0,0,0
"DE11C",0,0,0,0,0,0
"DE11D",0,0,0,0,0,0
"DE121",0,0,0,0,0,0
"DE122",0,0,0,0,0,0
"DE123",0,0,0,0,0,0
"DE124",0,0,0,0,0,0
"DE125",0,0,0,0,0,0
"DE126",0,0,0,0,0,0
"DE127",0,0,0,0,0,0
"DE128",0,0,0,0,0,0
"DE129",0,0,0,0,0,0
"DE12A",0,0,0,0,0,0
"DE12B",0,0,0,0,0,0
"DE12C",0,0,0,0,0,0
"DE131",0,0,0,0,0,0
"DE132",0,0,0,0,0,0
"DE133",0,0,0,0,0,0
"DE134",0,0,0,0,0,0
"DE135",0,0,0,0,0,0
"DE136",0,0,0,0,0,0
"DE137",0,0,0,0,0,0
"DE138",0,0,0,0,0,0
"DE139",0,0,0,0,0,0
"DE13A",0,0,0,0,0,0
"DE141",0,0,0,0,0,0
"DE142",0,0,0,0,0,0
"DE143",0,0,0,0,0,0
"DE144",0,0,0,0,0,0
"DE145",0,0,0,0,0,0
"DE146",0,0,0,0,0,0
"DE147",0,0,0,0,0,0
"DE148",0,0,0,0,0,0
"DE149",0,0,0,0,0,0
"DE211",0,0,0,0,0,0
"DE212",0,0,0,0,0,0
"DE213",0,0,0,0,0,0
"DE214",0,0,0,0,0,0
"DE215",0,0,0,0,0,0
"DE216",0,0,0,0,0,0
"DE217",0,0,0,0,0,0
"DE218",0,0,0,0,0,0
"DE219",0,0,0,0,0,0
"DE21A",0,0,0,0,0,0
"DE21B",0,0,0,0,0,0
"DE21C",0,0,0,0,0,0
"DE21D",0,0,0,0,0,0
"DE21E",0,0,0,0,0,0
"DE21F",0,0,0,0,0,0
"DE21G",0,0,0,0,0,0
"DE21H",0,0,0,0,0,0
"DE21I",0,0,0,0,0,0
"DE21J",0,0,0,0,0,0
"DE21K",0,0,0,0,0,0
"DE21L",0,0,0,0,0,0
"DE21M",0,0,0,0,0,0
"DE21N",0,0,0,0,0,0
"DE221",0,0,0,0,0,0
"DE222",0,0,0,0,0,0
"DE223",0,0,0,0,0,0
"DE224",0,0,0,0,0,0
"DE225",0,0,0,0,0,0
"DE226",0,0,0,0,0,0
"DE227",0,0,0,0,0,0
"DE228",0,0,0,0,0,0
"DE229",0,0,0,0,0,0
"DE22A",0,0,0,0,0,0
"DE22B",0,0,0,0,0,0
"DE22C",0,0,0,0,0,0
"DE231",0,0,0,0,0,0
"DE232",0,0,0,0,0,0
"DE233",0,0,0,0,0,0
"DE234",0,0,0,0,0,0
"DE235",0,0,0,0,0,0
"DE236",0,0,0,0,0,0
"DE237",0,0,0,0,0,0
"DE238",0,0,0,0,0,0
"DE239",0,0,0,0,0,0
"DE23A",0,0,0,0,0,0
"DE241",0,0,0,0,0,0
"DE242",0,0,0,0,0,0
"DE243",0,0,0,0,0,0
"DE244",0,0,0,0,0,0
"DE245",0,0,0,0,0,0
"DE246",0,0,0,0,0,0
"DE247",0,0,0,0,0,0
"DE248",0,0,0,0,0,0
"DE249",0,0,0,0,0,0
"DE24A",0,0,0,0,0,0
"DE24B",0,0,0,0,0,0
"DE24C",0,0,0,0,0,0
"DE24D",0,0,0,0,0,0
"DE251",0,0,0,0,0,0
"DE252",0,0,0,0,0,0
"DE253",0,0,0,0,0,0
"DE254",0,0,0,0,0,0
"DE255",0,0,0,0,0,0
"DE256",0,0,0,0,0,0
"DE257",0,0,0,0,0,0
"DE258",0,0,0,0,0,0
"DE259",0,0,0,0,0,0
"DE25A",0,0,0,0,0,0
"DE25B",0,0,0,0,0,0
"DE25C",0,0,0,0,0,0
"DE261",0,0,0,0,0,0
"DE262",0,0,0,0,0,0
"DE263",0,0,0,0,0,0
"DE264",0,0,0,0,0,0
"DE265",0,0,0,0,0,0
"DE266",0,0,0,0,0,0
"DE267",0,0,0,0,0,0
"DE268",0,0,0,0,0,0
"DE269",0,0,0,0,0,0
"DE26A",0,0,0,0,0,0
"DE26B",0,0,0,0,0,0
"DE26C",0,0,0,0,0,0
"DE271",0,0,0,0,0,0
"DE272",0,0,0,0,0,0
"DE273",0,0,0,0,0,0
"DE274",0,0,0,0,0,0
"DE275",0,0,0,0,0,0
"DE276",0,0,0,0,0,0
"DE277",0,0,0,0,0,0
"DE278",0,0,0,0,0,0
"DE279",0,0,0,0,0,0
"DE27A",0,0,0,0,0,0
"DE27B",0,0,0,0,0,0
"DE27C",0,0,0,0,0,0
"DE27D",0,0,0,0,0,0
"DE27E",0,0,0,0,0,0
"DE300",0,0,0,0,0,0
"DE401",0,0,0,0,0,0
"DE402",0,0,0,0,0,0
"DE403",0,0,0,0,0,0
"DE404",0,0,0,0,0,0
"DE405",0,0,0,0,0,0
"DE406",0,0,0,0,0,0
"DE407",0,0,0,0,0,0
"DE408",0,0,0,0,0,0
"DE409",0,0,0,0,0,0
"DE40A",0,0,0,0,0,0
"DE40B",0,0,0,0,0,0
"DE40C",0,0,0,0,0,0
"DE40D",0,0,0,0,0,0
"DE40E",0,0,0,0,0,0
"DE40F",0,0,0,0,0,0
"DE40G",0,0,0,0,0,0
"DE40H",0,0,0,0,0,0
"DE40I",0,0,0,0,0,0
"DE501",0,0,0,0,0,0
"DE502",0,0,0,0,0,0
"DE600",0,0,0,0,0,0
"DE711",0,0,0,0,0,0
"DE712",0,0,0,0,0,0
"DE713",0,0,0,0,0,0
"DE714",0,0,0,0,0,0
"DE715",0,0,0,0,0,0
"DE716",0,0,0,0,0,0
"DE717",0,0,0,0,0,0
"DE718",0,0,0,0,0,0
"DE719",0,0,0,0,0,0
"DE71A",0,0,0,0,0,0
"DE71B",0,0,0,0,0,0
"DE71C",0,0,0,0,0,0
"DE71D",0,0,0,0,0,0
"DE71E",0,0,0,0,0,0
"DE721",0,0,0,0,0,0
"DE722",0,0,0,0,0,0
"DE723",0,0,0,0,0,0
"DE724",0,0,0,0,0,0
"DE725",0,0,0,0,0,0
"DE731",0,0,0,0,0,0
"DE732",0,0,0,0,0,0
"DE733",0,0,0,0,0,0
"DE734",0,0,0,0,0,0
"DE735",0,0,0,0,0,0
"DE736",0,0,0,0,0,0
"DE737",0,0,0,0,0,0
"DE801",0,0,0,0,0,0
"DE802",0,0,0,0,0,0
"DE803",0,0,0,0,0,0
"DE804",0,0,0,0,0,0
"DE805",0,0,0,0,0,0
"DE806",0,0,0,0,0,0
"DE807",0,0,0,0,0,0
"DE808",0,0,0,0,0,0
"DE809",0,0,0,0,0,0
"DE80A",0,0,0,0,0,0
"DE80B",0,0,0,0,0,0
"DE80C",0,0,0,0,0,0
"DE80D",0,0,0,0,0,0
"DE80E",0,0,0,0,0,0
"DE80F",0,0,0,0,0,0
"DE80G",0,0,0,0,0,0
"DE80H",0,0,0,0,0,0
"DE80I",0,0,0,0,0,0
"DE911",0,0,0,0,0,0
"DE912",0,0,0,0,0,0
"DE913",0,0,0,0,0,0
"DE914",0,0,0,0,0,0
"DE915",0,0,0,0,0,0
"DE916",0,0,0,0,0,0
"DE917",0,0,0,0,0,0
"DE918",0,0,0,0,0,0
"DE919",0,0,0,0,0,0
"DE91A",0,0,0,0,0,0
"DE91B",0,0,0,0,0,0
"DE922",0,0,0,0,0,0
"DE923",0,0,0,0,0,0
"DE925",0,0,0,0,0,0
"DE926",0,0,0,0,0,0
"DE927",0,0,0,0,0,0
"DE928",0,0,0,0,0,0
"DE929",0,0,0,0,0,0
"DE931",0,0,0,0,0,0
"DE932",0,0,0,0,0,0
"DE933",0,0,0,0,0,0
"DE934",0,0,0,0,0,0
"DE935",0,0,0,0,0,0
"DE936",0,0,0,0,0,0
"DE937",0,0,0,0,0,0
"DE938",0,0,0,0,0,0
"DE939",0,0,0,0,0,0
"DE93A",0,0,0,0,0,0
"DE93B",0,0,0,0,0,0
"DE941",0,0,0,0,0,0
"DE942",0,0,0,0,0,0
"DE943",0,0,0,0,0,0
"DE944",0,0,0,0,0,0
"DE945",0,0,0,0,0,0
"DE946",0,0,0,0,0,0
"DE947",0,0,0,0,0,0
"DE948",0,0,0,0,0,0
"DE949",0,0,0,0,0,0
"DE94A",0,0,0,0,0,0
"DE94B",0,0,0,0,0,0
"DE94C",0,0,0,0,0,0
"DE94D",0,0,0,0,0,0
"DE94E",0,0,0,0,0,0
"DE94F",0,0,0,0,0,0
"DE94G",0,0,0,0,0,0
"DE94H",0,0,0,0,0,0
"DEA11",0,0,0,0,0,0
"DEA12",0,0,0,0,0,0
"DEA13",0,0,0,0,0,0
"DEA14",0,0,0,0,0,0
"DEA15",0,0,0,0,0,0
"DEA16",0,0,0,0,0,0
"DEA17",0,0,0,0,0,0
"DEA18",0,0,0,0,0,0
"DEA19",0,0,0,0,0,0
"DEA1A",0,0,0,0,0,0
"DEA1B",0,0,0,0,0,0
"DEA1C",0,0,0,0,0,0
"DEA1D",0,0,0,0,0,0
"DEA1E",0,0,0,0,0,0
"DEA1F",0,0,0,0,0,0
"DEA22",0,0,0,0,0,0
"DEA23",0,0,0,0,0,0
"DEA24",0,0,0,0,0,0
"DEA26",0,0,0,0,0,0
"DEA27",0,0,0,0,0,0
"DEA28",0,0,0,0,0,0
"DEA29",0,0,0,0,0,0
"DEA2A",0,0,0,0,0,0
"DEA2B",0,0,0,0,0,0
"DEA2C",0,0,0,0,0,0
"DEA2D",0,0,0,0,0,0
"DEA31",0,0,0,0,0,0
"DEA32",0,0,0,0,0,0
"DEA33",0,0,0,0,0,0
"DEA34",0,0,0,0,0,0
"DEA35",0,0,0,0,0,0
"DEA36",0,0,0,0,0,0
"DEA37",0,0,0,0,0,0
"DEA38",0,0,0,0,0,0
"DEA41",0,0,0,0,0,0
"DEA42",0,0,0,0,0,0
"DEA43",0,0,0,0,0,0
"DEA44",0,0,0,0,0,0
"DEA45",0,0,0,0,0,0
"DEA46",0,0,0,0,0,0
"DEA47",0,0,0,0,0,0
"DEA51",0,0,0,0,0,0
"DEA52",0,0,0,0,0,0
"DEA53",0,0,0,0,0,0
"DEA54",0,0,0,0,0,0
"DEA55",0,0,0,0,0,0
"DEA56",0,0,0,0,0,0
"DEA57",0,0,0,0,0,0
"DEA58",0,0,0,0,0,0
"DEA59",0,0,0,0,0,0
"DEA5A",0,0,0,0,0,0
"DEA5B",0,0,0,0,0,0
"DEA5C",0,0,0,0,0,0
"DEB11",0,0,0,0,0,0
"DEB12",0,0,0,0,0,0
"DEB13",0,0,0,0,0,0
"DEB14",0,0,0,0,0,0
"DEB15",0,0,0,0,0,0
"DEB16",0,0,0,0,0,0
"DEB17",0,0,0,0,0,0
"DEB18",0,0,0,0,0,0
"DEB19",0,0,0,0,0,0
"DEB1A",0,0,0,0,0,0
"DEB1B",0,0,0,0,0,0
"DEB21",0,0,0,0,0,0
"DEB22",0,0,0,0,0,0
"DEB23",0,0,0,0,0,0
"DEB24",0,0,0,0,0,0
"DEB25",0,0,0,0,0,0
"DEB31",0,0,0,0,0,0
"DEB32",0,0,0,0,0,0
"DEB33",0,0,0,0,0,0
"DEB34",0,0,0,0,0,0
"DEB35",0,0,0,0,0,0
"DEB36",0,0,0,0,0,0
"DEB37",0,0,0,0,0,0
"DEB38",0,0,0,0,0,0
"DEB39",0,0,0,0,0,0
"DEB3A",0,0,0,0,0,0
"DEB3B",0,0,0,0,0,0
"DEB3C",0,0,0,0,0,0
"DEB3D",0,0,0,0,0,0
"DEB3E",0,0,0,0,0,0
"DEB3F",0,0,0,0,0,0
"DEB3G",0,0,0,0,0,0
"DEB3H",0,0,0,0,0,0
"DEB3I",0,0,0,0,0,0
"DEB3J",0,0,0,0,0,0
"DEB3K",0,0,0,0,0,0
"DEC01",0,0,0,0,0,0
"DEC02",0,0,0,0,0,0
"DEC03",0,0,0,0,0,0
"DEC04",0,0,0,0,0,0
"DEC05",0,0,0,0,0,0
"DEC06",0,0,0,0,0,0
"DED21",0,0,0,0,0,0
"DED2C",0,0,0,0,0,0
"DED2D",0,0,0,0,0,0
"DED2E",0,0,0,0,0,0
"DED2F",0,0,0,0,0,0
"DED41",0,0,0,0,0,0
"DED42",0,0,0,0,0,0
"DED43",0,0,0,0,0,0
"DED44",0,0,0,0,0,0
"DED45",0,0,0,0,0,0
"DED51",0,0,0,0,0,0
"DED52",0,0,0,0,0,0
"DED53",0,0,0,0,0,0
"DEE01",0,0,0,0,0,0
"DEE02",0,0,0,0,0,0
"DEE03",0,0,0,0,0,0
"DEE04",0,0,0,0,0,0
"DEE05",0,0,0,0,0,0
"DEE06",0,0,0,0,0,0
"DEE07",0,0,0,0,0,0
"DEE08",0,0,0,0,0,0
"DEE09",0,0,0,0,0,0
"DEE0A",0,0,0,0,0,0
"DEE0B",0,0,0,0,0,0
"DEE0C",0,0,0,0,0,0
"DEE0D",0,0,0,0,0,0
"DEE0E",0,0,0,0,0,0
"DEF01",0,0,0,0,0,0
"DEF02",0,0,0,0,0,0
"DEF03",0,0,0,0,0,0
"DEF04",0,0,0,0,0,0
"DEF05",0,0,0,0,0,0
"DEF06",0,0,0,0,0,0
"DEF07",0,0,0,0,0,0
"DEF08",0,0,0,0,0,0
"DEF09",0,0,0,0,0,0
"DEF0A",0,0,0,0,0,0
"DEF0B",0,0,0,0,0,0
"DEF0C",0,0,0,0,0,0
"DEF0D",0,0,0,0,0,0
"DEF0E",0,0,0,0,0,0
"DEF0F",0,0,0,0,0,0
"DEG01",0,0,0,0,0,0
"DEG02",0,0,0,0,0,0
"DEG03",0,0,0,0,0,0
"DEG04",0,0,0,0,0,0
